sent1,sent2,is_duplicate
Schnelle Lieferung. Funktioniert einwandfrei.,"Am Anfang alles ok, aber nach ca. 3 Monaten verfärbt sich die Schnalle sehr unansehnlich, sodass der Gürtel leider nicht mehr getragen werden kann.",0
der Schaft ist viel zu eng. Durch die Überlappung des Gummis schneidet der Gummi ins Fleisch. Folge: Schnittverletzung am Fuß. Überhaupt nicht zu empfehlen -obwohl sie nett aussehen.,"Sehr fixe Lieferung, echt Top. Die Verpackung könnte besser ausgepolstert sein, trotz Kantenschutz der sehr gut war, hatte das Tor zwei Dellen an den Rahmen. Sonst prima Tor für das Geld. Musste dennach reklamieren, aber der Verkäufer wird das schon richten.",0
Bin nicht zufrieden mit dieser Lotion. Fettet sehr und zieht sehr langsam ein. Artikel nicht wie beschrieben. Nicht zu empfehlen!!!,"eine 2"" Festplatte passt genau rein und hat noch Spiel. Guter Kauf. Für unterwegs USB Sticks und Kabel auch noch Platz.",0
Ein toller Held - nicht nur für's Kinderzimmer! Qualität = Lego hald = alles 1A Unserer hat auch schon dicke Freunde ;-),"Das Teil hat mich überzeugt, würde ich wieder kaufen",1
"Sieht edel aus und ist gut zu handhaben; macht das Handy nicht zu sehr kompakt, würde es mir wieder kaufen.","Die Lieferung der Ware klappte prima. Die Qualität war, wie erwartet gut Tip Top, gerne kaufen wir wieder da. .",1
"Leider der gleiche Fehler wie bei einem Kamin eines anderen Anbieters. Die Brennkammer ist nicht gut geformt (schief zusammengebaut). Die Unterschiede waren mit Kleber ausgefüllt. Beim Modell des anderen Anbieters traten hier (an der Seite) Flammen aus. Eigentlich wollte ich keinen Stern geben, aber ohne geht wohl nicht",Ich finde den Film ein bisschen langweilig da in dem Film irgendwie nicht so viel passiert. Ich habe den Film gekauft weil ich am Anfang begeistert war aber mittlerweile habe ich meine Meinung geändert,0
Bis heute nicht angekommen,nan,0
"Ist leider noch nicht bei mir angekommen. Lange Lieferzeit. Sollte am 1. Juni ankommen, leider bis jetzt noch nicht da",Der Filter ließ sich leider überhaupt nicht einbauen. Erst als ich an der Arretierung etwas weggefeilt habe ging der Filter rein. Keine genaue Verarbeitung!!! Obwohl Original!!!,1
"Kam nie bei mir an, obwohl bei Amazon steht, das Paket wurde an mich persönlich zugestellt. Merkwürdig nur, dass bei der DHL Sendungsverfolgung steht: Rücksendung eingeleitet, Paket an Absender zugestellt. Geld ist natürlich trotzdem eingezogen...","Schnelle Lieferung, gut verpackt somit bin ichs auch schonwieder mit den Positiven dingen habe es von einem Handyshop einbauen lassen Leider schlechte Qualität und hat auch garnicht funktioniert !",1
"Im Angebotstext ist von High-Speed 5 - 7 min die Rede; in mehreren Versuchen habe ich max. 1 min 15 sek erreicht; während des Drehens waren deutliche Laufgeräusch zu vernehmen und die Drehungen hörten auch aprupt auf! Made in China..., leider keine Empfehlung, noch dazu bei dem etwas angehobenem Preis .",Nach 2 Wochen Batterie leer,1
"Ich habe eckige Teller und Schüsseln, die halten nicht ganz so gut - aber trotzdem ist das Abtropfgestell praktisch und hilfreich.",ohne die es aber niemals klappen würde. das ist so ein teil. . das ist so ein teil. . das ist so ein teil.,1
Naja dacht wäre besser Klebt bei etwa zu Warmen Händen Farbe ist schön,"Aufgrund der vielen positiven Bewertungen habe ich mich für dieses Schutzglas entschieden. Nachdem ich das erste Glas, wie in der Anleitung beschrieben, angebracht hatte dachte ich mir, dass das ja super funktioniert und toll aussieht. Aber schon nach ca. 30 min hat es sich wieder an den Seiten gelöst (Das ganze Glas klebt nur an einem ca. 2mm dünnen Klebestreifen rund um den Rand). An manchen Stellen ist es schwer zu tippen und man muss das Glas richtig an den Bildschirm drücken, damit eine Reaktion kommt. Das nervt auf Dauer und somit ist das Glas für mein Galaxy S 7 leider absolut unbrauchbar. Habe es dann auch noch mit dem 2. Glas probiert und es ist genau das gleiche passiert. Ob das bei mir ein Einzelfall war oder nicht, kann ich nicht sagen, aber ich würde trotzdem abraten dieses Produkt zu kaufen.",1
Es ist draufgestanden 925 Silber aber es ist ein billiges modeschmuck.Hätte ich das gewusst würde ich das nicht bestellt.Es ist nicht schlecht aber ich war an der suche nach einem silbernen armband,"Schnelle Lieferung, passt. Nach 14 Tagen allerdings ging die PTT - Taste nicht mehr. Ersatz ist bestellt, ich hoffe der hält...",1
"Zuviel hatte ich nicht erwartet allerdings ist die Funktionalität doch Recht eingeschränkt. Die erste Verbindung mit dem Smartphone war doch sehr instabil aber dann ging es. SMS und WhatsApp hinterlassen eine Meldung. Lesen dann aber doch auf dem Smartphone. Die Sprachqualität ist, wie soll man es formulieren ? Richtig schlecht!!!! Alles in allem ein Spielzeug ohne Mehrwert. Das Gerät ist auch kein Ersatz für ein Smartphone oder ein Handy. Definitiv keine Empfehlung","Der PC ist gut verpackt angekommen. Auspacken, anstecken, Windows aktualisieren und das mitgelieferte Virenprogramm installieren und aktivieren. Alles funktioniert einwandfrei. Der Computer bootet dank der SSD schnell und ist sehr leise. Gutes Preis-Leistungsverhältnis.",0
"Seit ich den Haltungstrainer trage, hab ich keine Rücken/Nackenschmerzen mehr. Ich kann das Produkt wärmstens empfehlen.","Die Geldbörse machte erst einen sehr guten , robusten und dennoch schicken Eindruck. Leider ging nach nicht einmal zwei Monaten der Reißverschluss kaputt. Für den Preis hätte ich mehr erwartet! Schade",0
"Gute Passform, witziges Design. Ich würde das Shirt wieder kaufen, sicher auch eine witzige Idee als Geschenk für werdende Papas","Das Produkt erschien wie zur versprochenen Zeit, nur leider ohne Pumpaufsatz. Das finde ich sehr schade, weil ich es hauptsächlich aus diesem Grund bestellt habe. Trotzdem vier Sterne, weil ich mit dem Produkt sehr zufrieden bin.",1
Artikel war sehr schnell da und hat alles gepasst. Der Koffer gefällt uns sehr gut. Artikel gewählt weil gute Bewertungen vorhanden und weil er zu unseren Wünschen und Anforderungen genau passt. Gutes Preis-/Leistungsverhältnis.,"Hallo, leider kann ich kaum positives über die Folie berichten. Die Vorteile einer Glasfolie/Panzerfolie sollte ja soweit jedem bekannt sein, in der Hinsicht hält die Folie hier auch das was sie verspricht. In Sachen Privacy versagt sie auf ganzer Linie! Man kann fast aus allen Blickwinkeln, alles erkennen und auch lesen. Mir absolut schleierhaft warum Amazon nicht gegen die offensichtlichen Fake Bewertungen vorgeht. Wie man auf meinen Fotos sehen kann, die Funkion als Glasfolie hat sie super bestanden! Mein iPhone ist mir einmal von der Küchenplatte auf den Fliesenboden gefallen. Folie hat einen riss, iPhone display ist heil geblieben :) Grüße",0
"Wir hatten den Schirm genau 1 Tag in Benutzung, dann kam am Strand eine Windböe, der Schirm flog weg und war sofort defekt. Geld zum Fenster rausgeschmissen.",Es ist einfach zum in den Müll rein zu schmeissen!!!!! Kauf es einfach nicht man wird nur verarscht. Scheiß Qualität,1
"Schöne Bilder, allerdings merkt man die billige Verarbeitung. Die Spiegel im Inneren verrutschen ständig und versperren das Loch zum durchsehen. Schade.","Für ""Backen"" gänzlich ungeeignet, wer macht denn so kleine Kekse? Ich jedenfalls nicht. Schade, normaler Weise sind mir die Ausstechformen teilweise fast schon zu groß, aber DAS sind ja Mini-Zwerge!",1
Ich färbe regelmäßig meine Haare. Dadurch sind sie sehr trocken und ungeschmeidig geworden. Durch die Sauerspülung sind sie wieder geschmeidig.,"Astreines Produkt, reinigt die Maschine perfekt!",1
Für den preis ok aber Fängt schnell fusseln Hatte es jetzt 3 Wochen gewaschen jetzt hat es aber ein paar fusseln,Er funktioniert ganz gut,1
Alles bestens... Ein Traum dieses Gerät :-),"Sehr gut , alles zusammen mit Bewegungsmeldern montiert funktioniert einwandfrei",1
"Eigentlich kauft man sich eine Hülle um das Smartphone vor Kratzern zu schützen, diese Hülle bewirkt das Gegenteil. Sie zerkratzt das Display. Absolutes No-Go. Die Smart View Funktion ist auch nur nutzbar, wenn durchweg NFC eingeschaltet ist, was für mich aus Sicherheitsgründen nicht in Frage kommt. Also kurzum sehr teure Hülle, die das Display beschädigt und deren extra Funktionen nur mit durchgehender NFC Aktivierung nutzbar sind.",Einfach nur schön und dazu hält sie auch was aus.,0
"Ich bestellte dieses Produkt als auch den Mascara. Leider bekam ich akute Augenprobleme in der Art trockene Augen und entzündete Augenränder. Habe ausgesetzt und neu versucht, mit dem gleichen Ergebnis. Bin zu meinem alten Produkt zurück und alles ist wieder okay!",Habe mir den Urban Classic in XXL bestellt. Bei Amazon steht das er zugestellt wurde habe aber nie etwas bekommen.,1
Schöne Uhr. Leicht zu kürzen. Gefällt sehr gut .,"Der Wecker hat mir rein optisch sehr gut gefallen, da er nicht auf den ersten Blick wie ein Wecker aussieht. Mich interessierte er insbesondere in weiß, aufgrund meines Interieurs und der hier dargestellten bunten Anzeige, jedoch leuchtet er nur weiß. Zudem leuchtet sie noch sehr hell, trotz der Einstellmöglichkeit der Helligkeit. Nicht in der Höhe des Bettes, sondern niedriger dürfte es nicht stören. Es ist eine Beschreibung dabei, welche in deutsch jedoch nicht perfekt verständlich ist, aber man bekommt das wichtigste wie den Wecker einstellen hin. Wie die Sprachsteuerung funktioniert, habe ich jedoch noch nicht komplett durchblickt, da würde ich mir mehr Erklärung wünschen. Er kann mit 3 kleinen Batterien betrieben werden oder mit einem Kabel. Ich bevorzuge jedoch Batterien, sodass er mich auch trotz eines Stromausfalles noch wecken kann. Alles in allem bin ich zufrieden, allerdings wäre wie erwähnt eine bessere Erklärung schön und evt. eine Möglichkeit per Touch die Beleuchtung ein oder auszuschalten, da es doch ziemlich hell ist.",1
"Schlechte Ware, falsch geliefert und Kundenservice antwortet nicht","Der Versand ging mit Prime wie immer Blitzschnell Ich habe die Grillmatten für unseren Grill und Backofen bestellt um mir die umständliche Reinigung zu ersparen. Die Grillmatten kamen sehr schnell und gut verpackt bei mir an. Vor allem das Grillen war bisher immer lästig für mich, da ich wusste, dass ich den Grill danach wieder ewig reinigen muss. Die Grillmatte hat den Grilltest definitiv bestanden. Das Grillen klappt super und die Matte lässt sich problemlos und einfach wieder reinigen.",0
Ist mein erster Produkt kann ich nicht viel dazu sagen,"Kann mich den anderen Rezensenten nur anschließen: Preis ist absolut unschlagbar, jedoch ist jede Bohrerspitze anders geschliffen. Für Präzisionsarbeiten eher ungeeignet, aber fürs Basteln durchaus okay.",1
Jaa es löst sich sehr schlecht in heißem Wasser ansonsten schmeckts eigentlich gut..,"Habe den Tee bestellt und frage mich, was Fast Burn bedeuten soll. Geschmacklich ok, aber ansonsten bewirkt dieser gar nichts. Hatte bereits andere Detox Tees, die bewirkten zumindest etwas . Kauf lohnt sich eher nicht, meines Erachtens",1
"Schnelle Lieferung, gratis Entspannungs CD und Info Material. Sehr guter Duft, absolut zu empfehlen!",Schnell Lieferung und gute Ware,1
Es ist draufgestanden 925 Silber aber es ist ein billiges modeschmuck.Hätte ich das gewusst würde ich das nicht bestellt.Es ist nicht schlecht aber ich war an der suche nach einem silbernen armband,Passt perfekt für jedes Ladekabel und nimmt nur wenig Platz ein...mit fehlt ein Schalter zum ein u aus schalten. Habe ich bei der Bestellung nicht bedacht. Aber sonst super,0
"Ich wollte die Soundtouch 300 als Ersatz meiner normalen Stereoanlage, über die ich auch den Ton meines Fernsehers abspiele, verwenden. Leider ist der Klang fürs Musik hören zu wenig voluminös. Mir ist der Klang insgesamt zu kühl. Für Filme sicher nicht schlecht, aber für Musik über Spotify oder Radio mir zu wenig.","Wegen chronischer Rückenproblemen habe ich eine Zeit lang sehr ungern gesessen. Insbesondere auf harten Stühlen ohne Polsterung. Dank dieses Kissens ist das nun kein Problem mehr. Man kann darauf sehr angenehm längere Zeit sitzen. Es ist nur nicht sehr portabel, da es sehr groß ist.",0
Die Bestellung kam nie an !Und nach eine Anfrage wo die Bestellung ble wurde mir das Geld erstattet.,"Das Panzerglas hält nicht was die ganzen Rezensionen versprechen. Touch ist eingeschränkt, sodass beim tippen zB. Buchstaben nicht erkannt werden. Ausserdem ist es schon sehr komisch, dass die 5 Sterne Bewertungen keine verifizierten Käufe sind und immer das gleiche Datum haben.",1
"Es kam alles gut verpackt an und dan dran machen war auch ziemlich easy... Allerdings ist das Glas irgendwie ein wenig zu klein für den Display... Links rechts fehlt jeweils ein wenig bis zum Ende des Geräts und links leider auch soviel, dass es beim Video gucken o.ä. Schon stören könnte! Bin leider nicht so zufrieden...",Meiner Schalfzimmer hatte immer eine sehr geringe Luftfeuchte. Es funktioniert perfekt ist schön leise und gib genug Feuchtigkeit ab. Sehr nützlich ist der große Behälter. Leicht zu reinigen und leicht zu befüllen!,0
"Lieferung war schneller als angegeben, finde ich gut. Ebenfalls ist die Leuchtkraft und die Lichtfarbe sehr gut und schön, sehr weiß. Die Montage ist ein Kampf. Es befindet sich so gut wie kein Spielraum zwischen Kabel und Lampe. Hierdurch muss man Angst haben, dass die Lampe einem jeden Moment entgegen kommt! Die Schiene, an der die Lampe befestigt wird ist sehr leicht und schnell verbogen. Dies erschwert die Montage erheblich und führt dazu, dass der Clipverschluss nicht allzusehr hält.",Ich hab 2 bestellt gehabt kamen heute per Post aber leider ohne die perle am Anhänger Sehr schade,1
"Hält leider überhaupt nicht. Die Verschlüsse haben einen zu geringen Widerstand. Gehen sofort auf. Sehr schade, denn der Stoffteil gefällt mir sehr gut.",Sind nie angekommen!,1
"Habe den Artikel wegen des Preises und der zu erwartenden Qualität gekauft. Nach der Lieferung musste ich jedoch feststellen, dass die angegebenen Maße nicht stimmten. Keine der Seiten erreichte eine Länge von 4m. Auf beiden Seiten fehlten einige Zentimeter. Das ist enttäuschend.","hoffe es hält lange, hab bis jetzt erst 7 mal darauf geschnitten, macht aber einen guten Eindruck",0
"nach wenigen Tagen wieder zurückgeschickt, da die Genauigkeit und Reaktion einfach schlecht war.Anfangs sehr gt, aber schnell lies die Qualität nach.",Ich habe mir 2 Kissen bestellt und beide fusseln extrem. Ich würde mir die Kissen definitiv nicht noch einmal bestellen.,1
Der Toner funktioniert! Das kann man icht von allen Nachbauten behaupten. Allerdings hatten wir schon den ein oder anderen Fall bei dem zu viel Toner im Drucker gelandet ist. Da muss dann der Staubsauger ran. In dem Fall hält der Toner natürlich auch nicht so viele Seiten wie angegeben! Der Lieferant ist sehr kulant und tauscht defekte Toner aus. Wir kaufen den Toner immer wieder gerne.,Artikel gefällt mir sehr gut.Ist wie beschrieben ausgefallen.,1
"Sehr gutes Spiel - macht wirklich spaß. Allerdings ist es doch recht einfach, aber auch nicht schlimm da dadurch auch mein kleinerer Neffe (6) mitspielen konnte.",hatte bisher croqs und habe jetzt mal gewechselt. sind natürlich lauter beim gehen weil es eine andere sohle ist aber dafür sind sie warm.,1
"Die Snoopy Umhängetasche von Small Foot ist in erster Linie einmal sehr geräumig. Es gibt mehrer Fächer, an die man auch leicht heran kommt, sodass man hier mit Leichtigkeit an alles herankommt, was man so in die Tasche steckt. Das Design selber ist auch sehr schön, und erfreut mich als Snoopy- Fan natürlich besonders. Die Verarbeitung sieht sehr sauber aus und wirkt daher auch stabil, sodass sie nicht gleich kaputt geht, wenn man mal zu viel hinein packt. Bei der Auslieferung sind auch die Reisverschlüsse noch einmal extra verpackt. Dies soll vermutlich dazu beitragen, dass diese selbst nicht kaputt gehen können bzw. auch nichts anderes verkratzen können. Hierfür gebe ich aber trotzdem einen Stern Abzug, denn ich finde das ist zu viel Verpackung für diese Umhängetasche. Hier kann man noch mehr die Umwelt schonen.",Als günstige Steakmesser brauchbar. Verarbeitung ist eher schlecht. Sofort als schlechtes Kopie zu erkennen.,0
