sent1,sent2,is_duplicate
"Dommage que cette rape soit déjà hors service...Je déconseille car du coup le rapport Q/P est vraiment mauvais, achetez un autre produit !","le bracelet est pour un petit poignet,il est en 3 morceaux dont l'un est deja tombé alors que je ne l'ai pas mis vu la taille:! :",1
Super pour ranger une commode,"À peine ouvert qu'il y avait déjà un bracelet qui perdait ses perles, un autre porter deux fois cassée.",0
"C’est mon 2ème sac de cette gamme ! Belle allure, très pratique avec ses multiples combinaisons. Seuls les boutons-pression des 2 anses ainsi qu’une couture interne sont un peu fragiles.",Sacs pour envois de vêtements mais finalement ils sont petits et vraiment pas épais.,0
"Livré à temps pour Noël 2016, livré dans un carton mais malheureusement le cadeau n'a pas fait un heureux car l'appareil ne fonctionnait pas...","La notice est mal faite, montage un peu compliqué mais le compteur a l'air de fonctionner correctement. A voir sur la durée.",0
"Je n'ai pas testé le produit (je l'ai acheté pour mon mari). Apparemment, ce produit joue bien son rôle, il rentre parfaitement dans un portefeuille au niveau de l'emplacement pour carte bleue. Envoie très rapide.",Je n'ai pas eu satisfaction avec ce produit. Aucun effet sur mes chat.,0
Je n'ai jamais eu le produit donc pas d'évaluation Amazon devrait me rappeler à ce sujet rien,"Il est facile à monter, il remplit bien sa fonction et les 6 roues sont bien pratique pour monter les escaliers. Par contre au niveau de la livraison du grand n'importe quoi, le livreur n'a pas sonné du coup le colis est en point relais... Arrivé au point relais surprise, le chariot n'était même pas emballer dans un sachet ou un carton. Après vérification, heureusement il ne manquait rien pour le montage du chariot.",0
"J'ai choisi ce produit car son corps est entièrement en inox, et je ne suis pas déçu à l'usage. Il est très facile à utiliser et à nettoyer. Seul regret : la course du piston limite la taille des pommes de terre, et par conséquence la longueur maximale des frites obtenues, à une taille modeste (environ 8cm maxi). Mais finalement, ce n'est pas très gênant, il suffit de couper en deux les pommes de terre dépassant cette longueur.",Très bon produit mais il faut s adapter pour que les ingrédients n attachent pas! Ça vient vite!,1
Super reçu super rapidement . Je suis content de ma commande en plus ça arrive directement dans la boîte au lettre,"Pas encore ouvert ,mais trop mignon",1
Vous pouvez passez votre tour. Il n'y a rien dans ces boules qui mérite une attention. C'est plus que décevant,a duré quelques mois et n'est plus reconnu sur aucun ordi...,1
"Durée de vie pas mieux qu’une ampoule à incandescence, 10 mois dans une chambre avec une utilisation limitée.",Utilisez en cartouche compatible sur une HP fonctionne très bien !,0
Avant toute application il faut mettre une serviette tiède pendant 2 à 3 min pour dégager les pores. Ensuite applique le gel noir et laisser agir 15 min. Une fois sec le masque s'enleve de bas en haut et enlever le surplus grace a une lingette. Très bon produit je recommande Et rapport qualité/ prix très honnête,Finition perceptible pour 100 balles tu as plus rien.On verra à l usage,0
"Mauvais contact sur la prise USB du côté PC... Vérifié sur plusieurs PC de marque (DELL, HP, etc.) et toujours le même problème : Si l'on enfonce au maximum la prise USB du côté PC, le périphérique n'est pas reconnu ! > La solution : Retirer d'env. 1 mm la prise USB connectée dans le PC, et là oh miracle ça fonctionne ! Pas top !!!",Pas franchement convaincu. Sensibilité trop large du coup ca fausse pas mal les mesures... C'est plus un détecteur gadget qu'efficace.,1
"Le produit est très satisfaisant et conforme, de plus il est bien emballé. Sa pose est facile avec ce qu'il faut pour l'installer.",Tapis comme une moquette synthétique pour la matière ce lave facilement et léger mais attention un peu glissant,0
Article trop petit il faut prendre une taille au-dessus. Très mauvaise qualité je ne vous recommande pas du tout je l’ai lavé une fois et les écritures sont partis,"Parfaite taille, facile à mettre, bien transparente, pour mon Note 5 je ne pouvais demander mieux :) je pensais que les protections anti poussières pour le trou des écouteurs et de la prise de rechargement seraient un problème mais ça ne pose aucun problème. Je recommande à 2000 %",0
"Arrivé ds les temps, testé 2 fois,le masque est agréable à porter et ne bouge pas pendant le sommeil.réglage à scratch","Il est bien arrivé, exactement fidèle à la photo de votre site, capacité, c'est ce que je voulais. Bon, la seule chose qui choque un peu à l'ouverture, c'est l'odeur du plastique, très fort. Je l'ai laissé ouvert quelque jour en y ajoutant du parfum. Maintenant nikel, il est prêt à recevoir mes vêtements !",1
Tout à fait satisfaite,"Très bon produit, simple efficace, plus pratique que les nouveaux tire-bouchon. Fournit avec un bouchon pour pouvoir refermé une bouteille. Vraiment bien",1
je le déconseille. il est de mauvaise qualité et sent très mauvais. Impossible de l'utiliser. la mauvaise odeur s'imprègne dans les affaires que nous mettons à l'intérieur. Je l'ai jeté !,De super carte d anniversaire et de qualité,0
Adapté et semble solide,"Envoie rapide et parfais !!! un peu déçu des impulsions par rapport a d'autre modèle moins chère et plus efficace mais sinon rien a dire commander les yeux fermer , merci encore . . . . .",1
Voir le mode d'emploi . Très petite ecriture et difficile à lire . Seul bémol .,Pratique mais les coutures ne sont pas fiable car dès la première utilisation besoin de le recoudre,0
"le jouet est parfait ,comme tous les jouet de cette marque , il sont résistant et d'une très belle finition.",Il est juste génial Je suis fan . Ravie de mon achat,1
"Supercherie, rien avoir avec la photo . Une horreur",Produit acheté pour un mariage. Fonctionne très bien. Conforme à mes attentes.,0
"Bonjour, voici le colis livré , il manque des accessoires c'est la premiere fois que je vois cela . je vais faire le retour. cordialement.","Ce produit correspond exactement à ce que je cherchais, je peut transférer mes cassettes audio en mp3 sur mon pc tout simplement.",0
Impeccable pour le prix,les champignons n'ont pas poussé,0
"J ai acheter ce produit pour commencer mon projet de home cinéma, la connexion wifi miracast ne fonctionne pas quel que soit le système d exploitation.",Colis reçu rapidement et conforme à la description. Satisfait de mon achat,0
"Premièrement, non fourni avec le sac de rangement comme décrit dans l'annonce mais rien de grave en soi. Deuxièmement, la fameuse protection spéciale de la fermeture éclair n'existe absolument pas, pire même les coutures sont très mauvaises, pleins de fil s'en échappent déjà ! Bref une housse des plus classique qui ne mérite pas ce prix là...",Correspond à la description,0
Produit non conforme une arnaque,"Très Déçu. N'ayant jamais reçu l'article, je ne le recommande pas !",1
Je suis ravie de mon achat,Super jeu pratique à transporter,1
"Déçue du temps d’ecoute, les écouteurs se déchargent au bout d’une heure et on peut les charger qu’une seule fois dans le boîtier.",Très bien reçu très bon produit très simple à installer et je comprends pas trop les commentaires effectivement c'est une qualité qui s'émiette au bout d'un certain temps mais ils moi ils m'ont quand même fait 3 ans et demi et je le porte tous les matins en passant l'aspirateur je pense que c'est la transpiration qui fait cela mais si je dois le changer tous les 3 ans et demi c'est plutôt raisonnable au vu du tarif je pense que si on ne transpire pas dessus il ne se met pas car ma sœur qui a le même casque que moi acheter en même temps les siens ne se sont pas émis été parce qu'elle ne l'utilise pas de la même façon que moi,0
Commande passée le 17 décembre pour une livraison avant Noel annoncée en 3-4 jours pour le 21 décembre puis sans raison reportée au 26 décembre pour au final etre livré le 23 décembre..... un peu limite!,"Superbes produits.Le design est très beau et ce haut-parleur Bluetooth est idéal.J'utilise ce haut-parleur sous la douche pour écouter des listes de lecture de chansons à la radio et sur mon smartphone.Curieux, je veux voir ce que donne la ventouse, je l’ai donc testé dans la salle de bain et la ventouse est bonne. Je ne peux pas l'enlever.",0
Article jamais livrée donc zéro étoile. Soi-disant perdu par le transporteur pourquoi demander d'évaluer un article que l'on a pas reçu,Remplacement de l'élastique sans jeter les lunettes. Top. moins cher que de racheter une nouvelle paire.,0
Beau produit. Livraison rapide.,"Il manquait 5 lampions sur les 24 commandés. Je mets quand même 2 étoiles, car ça reste pas cher et que ça fait le taf', mais quand même...",0
Le système pour mettre le téléphone est parfait par contre le système pour fixer dans les grilles de ventilation ne tient pas.achat regrettable,"Cette fragance particulière qui fait le charme de SILENCES, je l'ai porté à sa sortie voilà très longtemps et puis je l'ai retrouver dans vos propositions et j'ai eu à nouveau envie de le porter, j' aime vraiment son odeur seul bémol, il faut en mettre il s'évapore vite dommage mais ce n'est pas un problème",0
Taille tout à fait correcte Le papier Est fin mais le dessin coupé est vraiment joli,"La viande hachée par cet appareil est semblable à celle des machines professionnelles. Pratique, simple et excellent rapport qualité/prix. Je recommande cet achat.",1
"Très beau pull, de bonne qualité, bien taillé,conforme à la photo, je recommande cet achat. Je pense en acheter dans d'autres coloris",Seules 2 balles ont duré plus que le premier trou. C'est dommage car c'était plus tôt sympa !,0
L ARTICLE CORRESPOND A MES ATTENDES ET EST CONFORME A LA DESCRIPTION ET LE PRIX EST ATRACTIF SERVICE RAPIDE ET CONFORME AU PREVISIONS,"facile à utiliser et transportable en voiture, nous l'utilisons tous les jours dans la maison, surtout pour aller à table",1
"Ce deuxième tome est vraiment super, je l’ai dévoré comme le tome 1 ! On est transporté dans l’univers une fois de plus ! Vivement la suite !!!",j'ai acheté ce produit car je le trouvais beau. je n'ai pas eu de souci pour installer le premier support mais le second a présenté des problèmes de filetage (points de soudure sur filetage) ; résultat : un support pas très opérationnel ni propre.,0
3 mois seulement et le connecteur vient de casser :/,"Pas encore ouvert ,mais trop mignon",0
Ce produit reçu répond totalement à mes attentes. La livraison rapide comme d'habitude. Bravo et merci.,"puissance insuffisante à mon gout utile pour ramasser par exemple des petites croquettes ou autres, mais dés qu'il s'agit d'aspirer des toiles araignée dans les coins, ou des miettes dans les coins des fauteuils c'est un peu juste",0
"Livré à temps pour Noël 2016, livré dans un carton mais malheureusement le cadeau n'a pas fait un heureux car l'appareil ne fonctionnait pas...","Mes filles sont trop contentes de leurs nouveaux jouer, pour ma part je trouve que c’est bien fait on dirait un vrai mais en plus petit rien a dire je recommande",0
La commande est arrivée très vite.Très bon rapport qualité prix. Facile d'utilisation. Article conforme à la description et surtout d'excellente qualité. Merci,Pas très solide. Transformer une nano Sim en micro Sim un peu galère. Le plastique transparent s est arraché. J ai du utiliser du scotch pour faire tenir la nano sim.,0
